Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
HV0019 P-12680 WT,,Heartbeat,15
HV0019 P-12680 WT,,Tag Out,9
HV0019 P-12680 WT,,Journey Summary,9
HV0019 P-12680 WT,,Ignition Off,9
HV0019 P-12680 WT,Count: 7,,Sum: 4025
HV0020 P-12683 WT,,,
HV0020 P-12683 WT,,Journey Periodic,3786
HV0020 P-12683 WT,,Ignition On,16
HV0020 P-12683 WT,,Tag In,16
HV0020 P-12683 WT,,Heartbeat,14
HV0020 P-12683 WT,,Tag Out,16
HV0020 P-12683 WT,,Journey Summary,16
HV0020 P-12683 WT,,Ignition Off,16
HV0020 P-12683 WT,Count: 7,,Sum: 3880
HV0021 P-12682 WT,,,
HV0021 P-12682 WT,,Journey Periodic,3899
HV0021 P-12682 WT,,Ignition On,9
HV0021 P-12682 WT,,Tag In,8
HV0021 P-12682 WT,,Heartbeat,14
HV0021 P-12682 WT,,Tag Out,8
HV0021 P-12682 WT,,Journey Summary,9
HV0021 P-12682 WT,,Ignition Off,9
HV0021 P-12682 WT,,Harsh Acceleration,1
HV0021 P-12682 WT,Count: 8,,Sum: 3957
HV0022 P-12681 WT,,,
HV0022 P-12681 WT,,Journey Periodic,3561
HV0022 P-12681 WT,,Ignition On,25
HV0022 P-12681 WT,,Tag In,23
HV0022 P-12681 WT,,Tag Out,23
HV0022 P-12681 WT,,Journey Summary,25
HV0022 P-12681 WT,,Ignition Off,25
HV0022 P-12681 WT,,Heartbeat,14
HV0022 P-12681 WT,,Harsh Cornering,3
HV0022 P-12681 WT,Count: 8,,Sum: 3699
HV0023 k-78991 WT,,,
HV0023 k-78991 WT,,Journey Summary,8
HV0023 k-78991 WT,,Ignition Off,8
HV0023 k-78991 WT,,Journey Periodic,102
HV0023 k-78991 WT,,Idle Start,2
HV0023 k-78991 WT,,Ignition On,8
HV0023 k-78991 WT,,Tag Out,6
HV0023 k-78991 WT,,Tag In,6
HV0023 k-78991 WT,,Heartbeat,1
HV0023 k-78991 WT,,Power Up,1
HV0023 k-78991 WT,,External Power Restore,2
HV0023 k-78991 WT,,External Power Loss,1
HV0023 k-78991 WT,Count: 11,,Sum: 145
HV0024 Q-10184,,,
HV0024 Q-10184,,Tag Out,35
HV0024 Q-10184,,Journey Summary,35
HV0024 Q-10184,,Ignition Off,35
HV0024 Q-10184,,Journey Periodic,1876
HV0024 Q-10184,,Harsh Cornering,102
HV0024 Q-10184,,Overspeed End,78
HV0024 Q-10184,,Overspeed Start,77
HV0024 Q-10184,,Ignition On,36
HV0024 Q-10184,,Tag In,35
HV0024 Q-10184,,Heartbeat,15
HV0024 Q-10184,,Harsh Acceleration,4
HV0024 Q-10184,,Idle End,1
HV0024 Q-10184,,Idle Start,1
HV0024 Q-10184,Count: 13,,Sum: 2330
HV0025 B-68158 TT,,,
HV0025 B-68158 TT,,Journey Periodic,4088
HV0025 B-68158 TT,,Ignition On,43
HV0025 B-68158 TT,,Tag In,43
HV0025 B-68158 TT,,Tag Out,43
HV0025 B-68158 TT,,Journey Summary,42
HV0025 B-68158 TT,,Ignition Off,42
HV0025 B-68158 TT,,Harsh Cornering,13
HV0025 B-68158 TT,,Heartbeat,14
HV0025 B-68158 TT,,Overspeed End,32
HV0025 B-68158 TT,,Overspeed Start,32
HV0025 B-68158 TT,,Idle End,15
HV0025 B-68158 TT,,Idle Start,16
HV0025 B-68158 TT,,Harsh Acceleration,4
HV0025 B-68158 TT,,Harsh Deceleration,1
HV0025 B-68158 TT,,Power Up,1
HV0025 B-68158 TT,Count: 15,,Sum: 4429
HV0026 B-34716 TT,,,
HV0026 B-34716 TT,,Journey Summary,46
HV0026 B-34716 TT,,Ignition Off,46
HV0026 B-34716 TT,,Ignition On,46
HV0026 B-34716 TT,,Tag Out,36
HV0026 B-34716 TT,,Journey Periodic,3192
HV0026 B-34716 TT,,Overspeed End,5
HV0026 B-34716 TT,,Overspeed Start,5
HV0026 B-34716 TT,,Power Up,2
HV0026 B-34716 TT,,Heartbeat,17
HV0026 B-34716 TT,,Harsh Acceleration,2
HV0026 B-34716 TT,,Idle End,14
HV0026 B-34716 TT,,Idle Start,14
HV0026 B-34716 TT,,Harsh Cornering,10
HV0026 B-34716 TT,,Tag In,35
HV0026 B-34716 TT,Count: 14,,Sum: 3470
HV0027 H-43248 WT,,,
HV0027 H-43248 WT,,Journey Periodic,3202
HV0027 H-43248 WT,,Idle End,35
HV0027 H-43248 WT,,Idle Start,42
HV0027 H-43248 WT,,Ignition On,19
HV0027 H-43248 WT,,Tag In,18
HV0027 H-43248 WT,,Tag Out,17
HV0027 H-43248 WT,,Journey Summary,17
HV0027 H-43248 WT,,Ignition Off,17
HV0027 H-43248 WT,,Heartbeat,14
HV0027 H-43248 WT,,Power Up,1
HV0027 H-43248 WT,,Overspeed End,9
HV0027 H-43248 WT,,Overspeed Start,9
HV0027 H-43248 WT,,Harsh Acceleration,1
HV0027 H-43248 WT,Count: 13,,Sum: 3401
HV0028 H-44364 WT,,,
HV0028 H-44364 WT,,Journey Periodic,2884
HV0028 H-44364 WT,,Idle End,24
HV0028 H-44364 WT,,Idle Start,31
HV0028 H-44364 WT,,Ignition On,11
HV0028 H-44364 WT,,Tag In,9
HV0028 H-44364 WT,,Power Up,5
HV0028 H-44364 WT,,Heartbeat,15
HV0028 H-44364 WT,,Tag Out,8
HV0028 H-44364 WT,,Journey Summary,8
HV0028 H-44364 WT,,Ignition Off,8
HV0028 H-44364 WT,,Harsh Cornering,3
HV0028 H-44364 WT,,Overspeed End,2
HV0028 H-44364 WT,,Overspeed Start,2
HV0028 H-44364 WT,Count: 13,,Sum: 3010
HV0029 H-44501 WT,,,
HV0029 H-44501 WT,,Journey Periodic,2785
HV0029 H-44501 WT,,Idle End,24
HV0029 H-44501 WT,,Idle Start,30
HV0029 H-44501 WT,,Ignition On,16
HV0029 H-44501 WT,,Tag In,15
HV0029 H-44501 WT,,Power Up,2
HV0029 H-44501 WT,,Heartbeat,14
HV0029 H-44501 WT,,Tag Out,16
HV0029 H-44501 WT,,Journey Summary,15
HV0029 H-44501 WT,,Ignition Off,15
HV0029 H-44501 WT,Count: 10,,Sum: 2932
HV0030 H-41549 WT,,,
HV0030 H-41549 WT,,Journey Periodic,2358
HV0030 H-41549 WT,,Idle End,23
HV0030 H-41549 WT,,Idle Start,26
HV0030 H-41549 WT,,Ignition On,7
HV0030 H-41549 WT,,Tag In,6
HV0030 H-41549 WT,,Heartbeat,14
HV0030 H-41549 WT,,Tag Out,6
HV0030 H-41549 WT,,Journey Summary,7
HV0030 H-41549 WT,,Ignition Off,7
HV0030 H-41549 WT,,Power Up,4
HV0030 H-41549 WT,Count: 10,,Sum: 2458
HV0031 H-43927 WT,,,
HV0031 H-43927 WT,,Tag Out,5
HV0031 H-43927 WT,,Journey Summary,5
HV0031 H-43927 WT,,Ignition Off,5
HV0031 H-43927 WT,,Journey Periodic,28
HV0031 H-43927 WT,,Power Up,10
HV0031 H-43927 WT,,Ignition On,5
HV0031 H-43927 WT,,Tag In,5
HV0031 H-43927 WT,,External Power Restore,2
HV0031 H-43927 WT,,External Power Loss,2
HV0031 H-43927 WT,,Heartbeat,11
HV0031 H-43927 WT,Count: 10,,Sum: 78
HV0032 H-63287 ST,,,
HV0032 H-63287 ST,,Journey Periodic,3484
HV0032 H-63287 ST,,Idle End,47
HV0032 H-63287 ST,,Idle Start,47
HV0032 H-63287 ST,,Ignition On,7
HV0032 H-63287 ST,,Tag In,7
HV0032 H-63287 ST,,Heartbeat,16
HV0032 H-63287 ST,,Power Up,1
HV0032 H-63287 ST,,Tag Out,7
HV0032 H-63287 ST,,Journey Summary,8
HV0032 H-63287 ST,,Ignition Off,7
HV0032 H-63287 ST,,Harsh Cornering,8
HV0032 H-63287 ST,,Overspeed End,12
HV0032 H-63287 ST,,Overspeed Start,12
HV0032 H-63287 ST,,Harsh Acceleration,4
HV0032 H-63287 ST,Count: 14,,Sum: 3667
HV0033 Q-80784 WT,,,
HV0033 Q-80784 WT,,Journey Periodic,2568
HV0033 Q-80784 WT,,Idle End,22
HV0033 Q-80784 WT,,Idle Start,24
HV0033 Q-80784 WT,,Ignition On,7
HV0033 Q-80784 WT,,Tag In,6
HV0033 Q-80784 WT,,Heartbeat,14
HV0033 Q-80784 WT,,Tag Out,6
HV0033 Q-80784 WT,,Journey Summary,6
HV0033 Q-80784 WT,,Ignition Off,6
HV0033 Q-80784 WT,,Power Up,3
HV0033 Q-80784 WT,Count: 10,,Sum: 2662
HV0034 Q-80769 WT,,,
HV0034 Q-80769 WT,,Journey Periodic,2815
HV0034 Q-80769 WT,,Idle End,30
HV0034 Q-80769 WT,,Idle Start,29
HV0034 Q-80769 WT,,Ignition On,9
HV0034 Q-80769 WT,,Tag In,8
HV0034 Q-80769 WT,,Heartbeat,14
HV0034 Q-80769 WT,,Tag Out,9
HV0034 Q-80769 WT,,Journey Summary,8
HV0034 Q-80769 WT,,Ignition Off,9
HV0034 Q-80769 WT,,Power Up,3
HV0034 Q-80769 WT,Count: 10,,Sum: 2934
HV0035 A-63802 WT,,,
HV0035 A-63802 WT,,Journey Periodic,2256
HV0035 A-63802 WT,,Idle Start,35
HV0035 A-63802 WT,,Idle End,18
HV0035 A-63802 WT,,Ignition On,24
HV0035 A-63802 WT,,Tag In,23
HV0035 A-63802 WT,,Heartbeat,14
HV0035 A-63802 WT,,Tag Out,23
HV0035 A-63802 WT,,Journey Summary,23
HV0035 A-63802 WT,,Ignition Off,23
HV0035 A-63802 WT,,Power Up,6
HV0035 A-63802 WT,Count: 10,,Sum: 2445
HV0036 G-12593 WT,,,
HV0036 G-12593 WT,,Journey Periodic,2770
HV0036 G-12593 WT,,Idle End,38
HV0036 G-12593 WT,,Idle Start,38
HV0036 G-12593 WT,,Ignition On,12
HV0036 G-12593 WT,,Tag In,12
HV0036 G-12593 WT,,Heartbeat,14
HV0036 G-12593 WT,,Tag Out,12
HV0036 G-12593 WT,,Journey Summary,12
HV0036 G-12593 WT,,Ignition Off,12
HV0036 G-12593 WT,,Power Up,2
HV0036 G-12593 WT,Count: 10,,Sum: 2922
HV0037 E-65490 WT,,,
HV0037 E-65490 WT,,Journey Periodic,2350
HV0037 E-65490 WT,,Idle End,40
HV0037 E-65490 WT,,Idle Start,41
HV0037 E-65490 WT,,Overspeed End,9
HV0037 E-65490 WT,,Overspeed Start,9
HV0037 E-65490 WT,,Ignition On,21
HV0037 E-65490 WT,,Tag In,21
HV0037 E-65490 WT,,Heartbeat,14
HV0037 E-65490 WT,,Tag Out,21
HV0037 E-65490 WT,,Journey Summary,21
HV0037 E-65490 WT,,Ignition Off,21
HV0037 E-65490 WT,,Power Up,2
HV0037 E-65490 WT,Count: 12,,Sum: 2570
HV0038 F-20929,,,
HV0038 F-20929,,Tag Out,13
HV0038 F-20929,,Journey Summary,14
HV0038 F-20929,,Ignition Off,14
HV0038 F-20929,,Journey Periodic,522
HV0038 F-20929,,Ignition On,14
HV0038 F-20929,,Tag In,13
HV0038 F-20929,,Heartbeat,14
HV0038 F-20929,,Power Up,4
HV0038 F-20929,,Harsh Acceleration,7
HV0038 F-20929,,Harsh Cornering,1
HV0038 F-20929,,Overspeed End,50
HV0038 F-20929,,Overspeed Start,50
HV0038 F-20929,,Idle End,2
HV0038 F-20929,,Idle Start,2
HV0038 F-20929,Count: 14,,Sum: 720
HV0039 E-36435,,,
HV0039 E-36435,,Tag Out,36
HV0039 E-36435,,Journey Summary,36
HV0039 E-36435,,Ignition Off,37
HV0039 E-36435,,Journey Periodic,1569
HV0039 E-36435,,Harsh Acceleration,25
HV0039 E-36435,,Harsh Deceleration,6
HV0039 E-36435,,Ignition On,36
HV0039 E-36435,,Tag In,36
HV0039 E-36435,,Heartbeat,15
HV0039 E-36435,,Overspeed End,14
HV0039 E-36435,,Overspeed Start,14
HV0039 E-36435,,Harsh Cornering,35
HV0039 E-36435,,Power Up,2
HV0039 E-36435,,Idle End,1
HV0039 E-36435,,Idle Start,1
HV0039 E-36435,,Geofence Exit,1
HV0039 E-36435,,Geofence Entry,1
HV0039 E-36435,Count: 17,,Sum: 1865
HV0040 B-13547,,,
HV0040 B-13547,,Tag Out,12
HV0040 B-13547,,Journey Summary,12
HV0040 B-13547,,Ignition Off,12
HV0040 B-13547,,Journey Periodic,1431
HV0040 B-13547,,Harsh Acceleration,6
HV0040 B-13547,,Overspeed End,67
HV0040 B-13547,,Overspeed Start,67
HV0040 B-13547,,Idle End,9
HV0040 B-13547,,Idle Start,10
HV0040 B-13547,,Ignition On,12
HV0040 B-13547,,Tag In,12
HV0040 B-13547,,Heartbeat,13
HV0040 B-13547,,Harsh Deceleration,1
HV0040 B-13547,Count: 13,,Sum: 1664
HV0041 K-46543 WT,,,
HV0041 K-46543 WT,,Journey Periodic,3558
HV0041 K-46543 WT,,Idle End,47
HV0041 K-46543 WT,,Idle Start,54
HV0041 K-46543 WT,,Ignition On,16
HV0041 K-46543 WT,,Tag In,16
HV0041 K-46543 WT,,Heartbeat,14
HV0041 K-46543 WT,,Tag Out,16
HV0041 K-46543 WT,,Journey Summary,16
HV0041 K-46543 WT,,Ignition Off,16
HV0041 K-46543 WT,Count: 9,,Sum: 3753
HV0042 K-52360 WT,,,
HV0042 K-52360 WT,,Journey Periodic,5
HV0042 K-52360 WT,,Command Response,3
HV0042 K-52360 WT,,Ignition On,1
HV0042 K-52360 WT,,Heartbeat,14
HV0042 K-52360 WT,,Poll Response,1
HV0042 K-52360 WT,Count: 5,,Sum: 24
HV0043 J-24873 WT,,,
HV0043 J-24873 WT,,Journey Periodic,5
HV0043 J-24873 WT,,Command Response,1
HV0043 J-24873 WT,,Ignition On,1
HV0043 J-24873 WT,,Heartbeat,14
HV0043 J-24873 WT,,External Power Restore,1
HV0043 J-24873 WT,,External Power Loss,1
HV0043 J-24873 WT,Count: 6,,Sum: 23
HV0044 F-79981 WT,,,
HV0044 F-79981 WT,,Ignition On,22
HV0044 F-79981 WT,,Tag In,23
HV0044 F-79981 WT,,Command Response,2
HV0044 F-79981 WT,,Tag Out,23
HV0044 F-79981 WT,,Journey Summary,21
HV0044 F-79981 WT,,Ignition Off,21
HV0044 F-79981 WT,,Journey Periodic,135
HV0044 F-79981 WT,,Heartbeat,14
HV0044 F-79981 WT,,Power Up,2
HV0044 F-79981 WT,Count: 9,,Sum: 263
HV0045 I-35516 WT,,,
HV0045 I-35516 WT,,Journey Periodic,5
HV0045 I-35516 WT,,Command Response,1
HV0045 I-35516 WT,,Ignition On,1
HV0045 I-35516 WT,,Power Up,13
HV0045 I-35516 WT,,External Power Restore,5
HV0045 I-35516 WT,,Tag In,5
HV0045 I-35516 WT,,Tag Out,4
HV0045 I-35516 WT,,Heartbeat,12
HV0045 I-35516 WT,,External Power Loss,4
HV0045 I-35516 WT,Count: 9,,Sum: 50
HV0046 B-22742 TC,,,
HV0046 B-22742 TC,,Journey Periodic,890
HV0046 B-22742 TC,,Idle End,44
HV0046 B-22742 TC,,Idle Start,46
HV0046 B-22742 TC,,Harsh Acceleration,8
HV0046 B-22742 TC,,Ignition On,15
HV0046 B-22742 TC,,Tag In,12
HV0046 B-22742 TC,,Heartbeat,13
HV0046 B-22742 TC,,Tag Out,12
HV0046 B-22742 TC,,Journey Summary,15
HV0046 B-22742 TC,,Ignition Off,15
HV0046 B-22742 TC,,Overspeed End,23
HV0046 B-22742 TC,,Overspeed Start,23
HV0046 B-22742 TC,,Harsh Cornering,1
HV0046 B-22742 TC,Count: 13,,Sum: 1117
HV0047 F-91705 WT,,,
HV0047 F-91705 WT,,Journey Periodic,5
HV0047 F-91705 WT,,Command Response,1
HV0047 F-91705 WT,,Ignition On,1
HV0047 F-91705 WT,,Heartbeat,14
HV0047 F-91705 WT,Count: 4,,Sum: 21
HV0048 G-45279 WT,,,
HV0048 G-45279 WT,,Command Response,1
HV0048 G-45279 WT,,Heartbeat,13
HV0048 G-45279 WT,,Power Up,8
HV0048 G-45279 WT,,Tag In,2
HV0048 G-45279 WT,,Tag Out,2
HV0048 G-45279 WT,Count: 5,,Sum: 26
HV0049 H-52656 WT,,,
HV0049 H-52656 WT,,Journey Periodic,5
HV0049 H-52656 WT,,Command Response,1
HV0049 H-52656 WT,,Ignition On,1
HV0049 H-52656 WT,,Heartbeat,14
HV0049 H-52656 WT,Count: 4,,Sum: 21
HV0050 H-93041,,,
HV0050 H-93041,,Tag Out,8
HV0050 H-93041,,Journey Summary,13
HV0050 H-93041,,Ignition Off,13
HV0050 H-93041,,Journey Periodic,205
HV0050 H-93041,,Harsh Cornering,27
HV0050 H-93041,,Overspeed End,27
HV0050 H-93041,,Overspeed Start,27
HV0050 H-93041,,Ignition On,17
HV0050 H-93041,,Tag In,8
HV0050 H-93041,,Heartbeat,5
HV0050 H-93041,,Harsh Acceleration,5
HV0050 H-93041,,Power Up,10
HV0050 H-93041,Count: 12,,Sum: 365
HV0051 E-42532 WT,,,
HV0051 E-42532 WT,,Journey Periodic,433
HV0051 E-42532 WT,,Idle Start,24
HV0051 E-42532 WT,,Idle End,20
HV0051 E-42532 WT,,Ignition On,9
HV0051 E-42532 WT,,Tag In,6
HV0051 E-42532 WT,,Heartbeat,13
HV0051 E-42532 WT,,Tag Out,5
HV0051 E-42532 WT,,Journey Summary,8
HV0051 E-42532 WT,,Ignition Off,8
HV0051 E-42532 WT,,Harsh Acceleration,2
HV0051 E-42532 WT,Count: 10,,Sum: 528
HV0052 F-33143 WT,,,
HV0052 F-33143 WT,,Journey Periodic,5
HV0052 F-33143 WT,,Command Response,1
HV0052 F-33143 WT,,Ignition On,1
HV0052 F-33143 WT,,Heartbeat,14
HV0052 F-33143 WT,Count: 4,,Sum: 21
HV0053 F-57085 WT,,,
HV0053 F-57085 WT,,Journey Periodic,5
HV0053 F-57085 WT,,Command Response,1
HV0053 F-57085 WT,,Ignition On,1
HV0053 F-57085 WT,,Heartbeat,14
HV0053 F-57085 WT,,Power Up,1
HV0053 F-57085 WT,Count: 5,,Sum: 22
HV0054 D-91950 WT,,,
HV0054 D-91950 WT,,Journey Periodic,770
HV0054 D-91950 WT,,Idle End,49
HV0054 D-91950 WT,,Idle Start,53
HV0054 D-91950 WT,,Ignition On,9
HV0054 D-91950 WT,,Tag In,9
HV0054 D-91950 WT,,Heartbeat,14
HV0054 D-91950 WT,,Tag Out,9
HV0054 D-91950 WT,,Journey Summary,9
HV0054 D-91950 WT,,Ignition Off,9
HV0054 D-91950 WT,,Harsh Acceleration,1
HV0054 D-91950 WT,Count: 10,,Sum: 932
HV0055 E-18363 WT,,,
HV0055 E-18363 WT,,Journey Periodic,282
HV0055 E-18363 WT,,Ignition On,70
HV0055 E-18363 WT,,Tag In,70
HV0055 E-18363 WT,,Tag Out,70
HV0055 E-18363 WT,,Journey Summary,70
HV0055 E-18363 WT,,Ignition Off,70
HV0055 E-18363 WT,,Idle End,17
HV0055 E-18363 WT,,Idle Start,17
HV0055 E-18363 WT,,Heartbeat,14
HV0055 E-18363 WT,,Overspeed End,1
HV0055 E-18363 WT,,Overspeed Start,1
HV0055 E-18363 WT,Count: 11,,Sum: 682
HV0056 L-80484 WT,,,
HV0056 L-80484 WT,,Tag Out,56
HV0056 L-80484 WT,,Journey Summary,57
HV0056 L-80484 WT,,Ignition Off,57
HV0056 L-80484 WT,,Journey Periodic,299
HV0056 L-80484 WT,,Ignition On,57
HV0056 L-80484 WT,,Tag In,56
HV0056 L-80484 WT,,Idle End,5
HV0056 L-80484 WT,,Idle Start,5
HV0056 L-80484 WT,,Heartbeat,14
HV0056 L-80484 WT,,Overspeed End,20
HV0056 L-80484 WT,,Overspeed Start,20
HV0056 L-80484 WT,,Harsh Cornering,2
HV0056 L-80484 WT,Count: 12,,Sum: 648
HV0057 E-91962 WT,,,
HV0057 E-91962 WT,,Journey Summary,33
HV0057 E-91962 WT,,Ignition Off,33
HV0057 E-91962 WT,,Journey Periodic,186
HV0057 E-91962 WT,,Ignition On,32
HV0057 E-91962 WT,,Tag Out,31
HV0057 E-91962 WT,,Tag In,30
HV0057 E-91962 WT,,Heartbeat,14
HV0057 E-91962 WT,,Idle End,14
HV0057 E-91962 WT,,Idle Start,15
HV0057 E-91962 WT,Count: 9,,Sum: 388
HV0058 E-19429 WT,,,
HV0058 E-19429 WT,,Journey Periodic,297
HV0058 E-19429 WT,,Ignition On,57
HV0058 E-19429 WT,,Tag In,56
HV0058 E-19429 WT,,Tag Out,56
HV0058 E-19429 WT,,Journey Summary,57
HV0058 E-19429 WT,,Ignition Off,57
HV0058 E-19429 WT,,Harsh Acceleration,3
HV0058 E-19429 WT,,Idle End,9
HV0058 E-19429 WT,,Idle Start,9
HV0058 E-19429 WT,,Heartbeat,14
HV0058 E-19429 WT,,Overspeed End,3
HV0058 E-19429 WT,,Overspeed Start,3
HV0058 E-19429 WT,,Harsh Cornering,1
HV0058 E-19429 WT,Count: 13,,Sum: 622
HV0059 I-84078 WT,,,
HV0059 I-84078 WT,,Command Response,2
HV0059 I-84078 WT,,Heartbeat,14
HV0059 I-84078 WT,Count: 2,,Sum: 16
HV0060 N-28753 WT,,,
HV0060 N-28753 WT,,Command Response,2
HV0060 N-28753 WT,,Heartbeat,14
HV0060 N-28753 WT,Count: 2,,Sum: 16
HV0061 N-28805 WT,,,
HV0061 N-28805 WT,,Journey Periodic,5
HV0061 N-28805 WT,,Ignition On,1
HV0061 N-28805 WT,,Command Response,1
HV0061 N-28805 WT,,Heartbeat,14
HV0061 N-28805 WT,Count: 4,,Sum: 21
HV0062 I-84473 WT,,,
HV0062 I-84473 WT,,Journey Periodic,114
HV0062 I-84473 WT,,Ignition On,7
HV0062 I-84473 WT,,Tag In,6
HV0062 I-84473 WT,,Tag Out,6
HV0062 I-84473 WT,,Journey Summary,6
HV0062 I-84473 WT,,Ignition Off,6
HV0062 I-84473 WT,,Command Response,2
HV0062 I-84473 WT,,Heartbeat,14
HV0062 I-84473 WT,,Overspeed End,1
HV0062 I-84473 WT,,Overspeed Start,1
HV0062 I-84473 WT,Count: 10,,Sum: 163
HV0063 G-76729 WT,,,
HV0063 G-76729 WT,,Heartbeat,218
HV0063 G-76729 WT,,External Power Loss,1
HV0063 G-76729 WT,Count: 2,,Sum: 219
HV0064 P-93858 TT,,,
HV0064 P-93858 TT,,Journey Periodic,508
HV0064 P-93858 TT,,Idle End,21
HV0064 P-93858 TT,,Idle Start,22
HV0064 P-93858 TT,,Ignition On,24
HV0064 P-93858 TT,,Tag In,23
HV0064 P-93858 TT,,Heartbeat,14
HV0064 P-93858 TT,,Tag Out,22
HV0064 P-93858 TT,,Journey Summary,23
HV0064 P-93858 TT,,Ignition Off,23
HV0064 P-93858 TT,,Harsh Deceleration,3
HV0064 P-93858 TT,,Harsh Cornering,4
HV0064 P-93858 TT,,Harsh Acceleration,7
HV0064 P-93858 TT,Count: 12,,Sum: 694
HV0065 P-12588 TT,,,
HV0065 P-12588 TT,,Journey Periodic,440
HV0065 P-12588 TT,,Ignition On,25
HV0065 P-12588 TT,,Tag In,24
HV0065 P-12588 TT,,Tag Out,24
HV0065 P-12588 TT,,Journey Summary,25
HV0065 P-12588 TT,,Ignition Off,25
HV0065 P-12588 TT,,Idle End,21
HV0065 P-12588 TT,,Idle Start,21
HV0065 P-12588 TT,,Overspeed End,37
HV0065 P-12588 TT,,Overspeed Start,37
HV0065 P-12588 TT,,Heartbeat,14
HV0065 P-12588 TT,,Harsh Acceleration,4
HV0065 P-12588 TT,Count: 12,,Sum: 697
HV0066 K-76196 WT,,,
HV0066 K-76196 WT,,Ignition On,35
HV0066 K-76196 WT,,Tag In,37
HV0066 K-76196 WT,,Tag Out,36
HV0066 K-76196 WT,,Journey Summary,34
HV0066 K-76196 WT,,Ignition Off,34
HV0066 K-76196 WT,,Journey Periodic,17
HV0066 K-76196 WT,,Heartbeat,12
HV0066 K-76196 WT,,Idle Start,1
HV0066 K-76196 WT,Count: 8,,Sum: 206
HV0067 F 62441 WT,,,
HV0067 F 62441 WT,,Heartbeat,10
HV0067 F 62441 WT,,Tag Out,2
HV0067 F 62441 WT,,Journey Summary,7
HV0067 F 62441 WT,,Ignition Off,7
HV0067 F 62441 WT,,Idle Start,2
HV0067 F 62441 WT,,Journey Periodic,34
HV0067 F 62441 WT,,Ignition On,7
HV0067 F 62441 WT,,Tag In,2
HV0067 F 62441 WT,,External Power Restore,4
HV0067 F 62441 WT,,External Power Loss,4
HV0067 F 62441 WT,,Idle End,1
HV0067 F 62441 WT,,Power Up,1
HV0067 F 62441 WT,Count: 12,,Sum: 81
HV0069 L-80463,,,
HV0070 C-39164 WT,,,
HV0070 C-39164 WT,,Tag Out,32
HV0070 C-39164 WT,,Journey Summary,35
HV0070 C-39164 WT,,Ignition Off,35
HV0070 C-39164 WT,,Journey Periodic,341
HV0070 C-39164 WT,,Idle End,13
HV0070 C-39164 WT,,Idle Start,14
HV0070 C-39164 WT,,Ignition On,35
HV0070 C-39164 WT,,Tag In,32
HV0070 C-39164 WT,,Heartbeat,14
HV0070 C-39164 WT,,Overspeed End,2
HV0070 C-39164 WT,,Overspeed Start,2
HV0070 C-39164 WT,,Harsh Cornering,3
HV0070 C-39164 WT,,Harsh Acceleration,2
HV0070 C-39164 WT,Count: 13,,Sum: 560
HV0071 C-66754 WT,,,
HV0071 C-66754 WT,,Ignition On,28
HV0071 C-66754 WT,,Tag In,26
HV0071 C-66754 WT,,Tag Out,25
HV0071 C-66754 WT,,Journey Summary,27
HV0071 C-66754 WT,,Ignition Off,27
HV0071 C-66754 WT,,Journey Periodic,254
HV0071 C-66754 WT,,Heartbeat,14
HV0071 C-66754 WT,,Idle End,12
HV0071 C-66754 WT,,Idle Start,12
HV0071 C-66754 WT,Count: 9,,Sum: 425
HV0072 G-76821 WT,,,
HV0072 G-76821 WT,,Tag Out,1
HV0072 G-76821 WT,,Journey Summary,1
HV0072 G-76821 WT,,Ignition Off,1
HV0072 G-76821 WT,,Journey Periodic,3
HV0072 G-76821 WT,,Command Response,1
HV0072 G-76821 WT,,Ignition On,1
HV0072 G-76821 WT,,Heartbeat,14
HV0072 G-76821 WT,Count: 7,,Sum: 22
HV0073 D-71526 WT,,,
HV0073 D-71526 WT,,Tag Out,2
HV0073 D-71526 WT,,Journey Summary,2
HV0073 D-71526 WT,,Ignition Off,2
HV0073 D-71526 WT,,Ignition On,2
HV0073 D-71526 WT,,Tag In,1
HV0073 D-71526 WT,,Command Response,1
HV0073 D-71526 WT,,Heartbeat,14
HV0073 D-71526 WT,Count: 7,,Sum: 24
HV0074 L-51743,,,
HV0074 L-51743,,Heartbeat,13
HV0074 L-51743,Count: 1,,Sum: 13
HV0075 H-32450,,,
HV0075 H-32450,,Tag Out,35
HV0075 H-32450,,Journey Summary,32
HV0075 H-32450,,Ignition Off,32
HV0075 H-32450,,Journey Periodic,57
HV0075 H-32450,,Ignition On,32
HV0075 H-32450,,Tag In,35
HV0075 H-32450,,Heartbeat,14
HV0075 H-32450,,Harsh Acceleration,1
HV0075 H-32450,,Overspeed End,4
HV0075 H-32450,,Overspeed Start,4
HV0075 H-32450,,Harsh Cornering,1
HV0075 H-32450,,Idle Start,1
HV0075 H-32450,Count: 12,,Sum: 248
HV0076 I-89686,,,
HV0076 I-89686,,Heartbeat,12
HV0076 I-89686,,External Power Loss,1
HV0076 I-89686,,Tag Out,1
HV0076 I-89686,,Tag In,1
HV0076 I-89686,Count: 4,,Sum: 15
HV0077 G-96930,,,
HV0077 G-96930,,Heartbeat,5
HV0077 G-96930,,External Power Loss,2
HV0077 G-96930,,Journey Summary,2
